family_id,child_id,word_id_nr,word_id,word_hash,word_type_id,name,form,version,meaning,language,KEY-MEANING,NAME,HOMONYM,OVER-EXTENSION,CODER
379,737,4214,b7qrQSmNCLTpJ6XnVDmbi,QkliESo5aaFSsKQktPXMx,1,WORD,Nne ma,0,Nie ma,polski,GONE,,,,JB
379,737,4193,naERQ4vYC8Wnm9SZVHPu_,rhmOFBXJPGqs44aTm7Q_l,1,WORD,Nunu,0,Nie wolno,polski,MUSTNT,,,,JB
379,737,4181,enXVgc49DvwiBmwNHMKHu,cNCmRsnnUd0Tmrm9jbSVb,1,WORD,Papa,0,Lampa,polski,LAMP,,,,JB
379,737,4180,JY3kZ-AbasIox8iU-vzTQ,YtTFdi3CTEcQUQOwGQmaG,1,WORD,Pepe,0,Pępek,polski,NAVEL,,,,US
379,737,4195,f-1t4N9V9JT8di1ASTz5K,txNgczXQ4-IYUCCDq_aGR,1,WORD,Tak,0,Tak,polski,YES,,,,JS
379,737,4179,1XwXJSUouh3bKJXS-l9DI,YwSf08qRkG-L7dtPF7w9N,1,WORD,Tata,0,Tata,polski,DAD,,,,JS
379,737,4218,JKqRYnQMysXDz7K0dtq3e,RJIC7XmhWLLaq1kse_rQa,1,WORD,A a a ,0,Jak robi małpka,polski,MONKEY,,,,US
379,737,4229,7uuX7aq0thTeaFtsTQ1CX,2CMYL8Qk02uFJAv2GYUJM,1,WORD,Aghr,0,Jak robi tygrys,polski,TIGER,,,,US
379,737,4223,f4d92dmxXntgk1hFFbA8I,hhrLICZd_DEjSHuivzum0,1,WORD,Au au,0,Szczekanie psa,polski,DOG,,,,JS
379,737,4226,QTlyRJ_sZXS_sZLaEKEwE,pV7Np_jmoMgpcRk1A3ng2,1,WORD,Bo bo,0,Dziecko,polski,BABY,,,,US
379,737,4225,zmtjLGHmKQVw7yylQ36W-,98FF7Ai2VATnghayo8Op-,1,WORD,Bobo,0,Brat ,polski,SIBLING,,,,JB
379,737,4227,iunSGtWqv4z39TniDMueE,aS3j_y4lZBiu77rBw1IO0,1,WORD,Dzidzia,0,Dziecko,polski,BABY,,,,US
379,737,4224,NzWlzC8mMqQmBej9Hl8iB,QwQtyttSBF1AYiqxXSYiN,1,WORD,Iau iau,0,Miauczenie kota,polski,CAT,,,,JB
379,737,4216,8JrVE7tQbXFYC97W9Eupm,lHCA0C5qitq9wlKF6Vbnw,1,WORD,Khi khi,0,Jak robi kot,polski,CAT,,,,US
379,737,4217,9bMcQO7orryWj76HeUDBX,j82XETwrD19p2U7l29v5C,1,WORD,Kici kici,0,Jak robi kot,polski,CAT,,,,US
379,737,4220,s2qs4fX_UMJj1XtlFuMEV,6wVXOEErlSryZkmFayz6V,1,WORD,Mmmm,0,Ddźwięk samolotu,polski,PLANE,,,,US
379,737,4219,FRvESw2YsiBW_bPezfsni,e1WQP8MZyw0yEZnLBVrS3,1,WORD,Mmmuu,0,Muczenie krowy,polski,COW,,,,JB
379,737,4215,lwfraRkJEEIANEIf4ovGP,ehQb_Qb9BiEu9eoY1oZWc,1,WORD,Nie ma,0,Nie ma,polski,GONE,,,,JB
379,737,4221,UDl_Aguub2GsOd4jCeIkG,Spbja0uQr9iegRa1GYpxO,1,WORD,Pa,0,Pa pa,polski,BYE,,,,US
379,737,4222,V5XLJau0kPn5Kbb6B2hTi,pt3b5KFtfPtJObe2mxpyO,1,WORD,Ppa,0,Dobranoc,polski,GOOD-NIGHT,,,,US
379,737,4264,_2GSWpg6z6uQgdiV-Do6l,5B9NeQVi6bU3v-Fv7_P2j,1,WORD,Łee,0,Jak płacze dziecko,polski,CRY,,,,US
379,737,4730,ETOjnZlR9uGLvOB0aOIEq,itfvQNK0QsFNETYxNlDPl,1,WORD,Mee,0,Jak robi koza,polski,GOAT,,,,US
379,737,4906,ZumBe_nMC_M5rjoVYRj4t,zUAplpBr6IC4Dvo6WjcVm,1,WORD,Rura,0,Rura,polski,PIPE,,,,JS
379,737,4907,3_hhnF-ezJdKBBXetqzSS,D2I70oEY4ndghj6NSOPA2,1,WORD,Oja,0,Imię mamy ,polski,MOM,1,,,US
379,737,5278,g3-9ApBX-oZ9gShHUUfU7,bnrSpfrqb6ChcDBb1DBvC,1,WORD,Baba,0,Żaba,polski,FROG,,,,AS(AW)
379,737,5512,cJiy7-JPwhL_p262z8vdk,8s7VBtqZxpCzYjdPzT06X,1,WORD,Pepa,0,Piłka,polski,BALL,,,,US
379,737,5652,yrzaO_3I5yGCffjeeovXN,iGWFpNXGG2PhprIAuFeHW,1,WORD,Mee,0,Jak robi koza,polski,GOAT,,,,US
379,737,6208,uu3uo1zLLhF8dIhfcOEGK,o47ELDsadHBaK8BBrPZX-,1,WORD,Cii,0,Cicho,polski,QUIET,,,,JB
379,737,7030,jnjU8DPI72Xwjp7ArpJ-q,P82E66c5YUnWaoZAHAeGk,1,WORD,Azia ,0,Iza sąsiadka,polski,PERSON,1,,,US
379,737,7031,LPDVjdSjMMJeYLWv3R17G,gFYVdiVslzHBb18CMlW-Z,1,WORD,Ała,0,Ala babcia,polski,GRANDMA,1,,,JB
379,737,7094,GVIvg9Eiz8kuwffPBWA-y,0LXYMdBY9E1X3A8dDtjL_,1,WORD,Dzieci,0,Dzieci,polski,CHILDREN,,,,US
379,737,8045,3APeu1S_EdXsr0txa4PFN,mbcVBQPXUkl2gkX2MvxgM,1,WORD,Tam,0,Tam,polski,THERE,,,,JS
379,737,8116,kJLo2cALNvl2R1xhZWO28,APG61Vz1aQArNNjtAwQJl,1,WORD,Pebe,0,Ddźwięk klaksonu,polski,HORN,,,,US
379,737,8117,uStl27uMOBQyDohffQLsX,JsKHJA0R7eryvWgKOmglA,1,WORD,Ciuciu,0,Ciuch ciuch - ddźwięk pociągu,polski,CHOO-CHOO,,,,JB
379,737,8273,rBChrfvLM-HjE_ruvKL5J,dNBzDifZWp3W3p5G2AesD,1,WORD,Chce,0,Chcę,polski,WANT,,,,JB
379,737,8651,XGUSf_FNBhZbWrFTf4HOt,dfZrT3W9U_OIE4Hc3O9Ns,1,WORD,Chcę,0,Chcę,polski,WANT,,,,JB
379,737,8927,9dy0AeO1uZIOozVNWq0yg,JLBQxreJQ8kTZP6kFE3Cb,1,WORD,Dziecio,0,Dzięcioł,"[""polski""]",WOODPECKER,,,,US
379,737,8928,hQrgCkbUTiwdqgqo-iN3j,zZxtBFTupcGV6IvHPXrZM,1,WORD,Choć,0,Choddź,polski,COME,,,,JB
379,737,9435,5YCNRsJXlOeGvyS0soK5Q,GAXMOisB26Hn6ACHe2Bm2,1,WORD,Tam,0,Tam,polski,THERE,,,,JS
379,737,9436,7SHJfoEZWZbhFe4MZNBES,MelK4M68u1_cd8pNIGgDT,1,WORD,Wowo,0,Volvo ,polski,CAR,1,,,AS(AW)
379,737,9548,xYP_53rPqq1ftoiiFNJje,WIgZ8sFjJ62NSQTfSoH8i,1,WORD,Chocie,0,Choddźcie,polski,COME,,,,JB
379,737,9627,6XA-TM3IhNuSZ-jUf8Pd4,UDyzBqG3bgsXaQOF688m-,1,WORD,Mam,0,Mam,polski,HAVE,,,,JB
379,737,9640,mCv7urrtrBXVoeLh2IHxf,bLohmymPxMRCGTovcd5vH,1,WORD,Pan,0,Pan,polski,MAN,,,,US
379,737,9796,3PL9BqMkAg1Xgst3xaoUg,Joa__o0H0TKJRblab-6JV,1,WORD,Doble,0,Dobre smaczne,polski,GOOD,,,,US
379,737,9893,VC6iIqHR9gWG7H8pqs8wQ,hr689KGlUiaLrNP7HSWIb,1,WORD,Wwww,0,"Ddźwięk urządzeń pralki, blendera",polski,BLENDER,,,1,US
379,737,9893,VC6iIqHR9gWG7H8pqs8wQ,hr689KGlUiaLrNP7HSWIb,1,WORD,Wwww,0,"Ddźwięk urządzeń pralki, blendera",polski,WASHING-MACHINE,,,1,US
379,737,9914,II0v3kp3F2Aa4WEZ_7tNX,NjE8Rsv9r2o4eNYBco0TT,1,WORD,Ja,0,Ja,polski,SELF,,,,US
379,737,9969,ceyEDL-DHvzlNF9DQG0m7,NneoKfq-ZLZBsr3UXOV8e,1,WORD,Sio,0,Sio do michy,polski,GO-AWAY,,,,JS
379,737,9970,xAcdvCjnQC5uztUINvgrV,h80JqlzHwz9IST28TtwX2,1,WORD,Zzz,0,Owady,polski,INSECT,,,1,US
379,737,10130,Sx2_5aI4tHn3hVEf2xibH,lOJOtP3NM4mxNPga4ktIt,1,WORD,Tutu,0,Trąbienie słonia,polski,ELEPHANT,,,,JS
379,737,10378,IzDEjQK9tD3or5S7oho_D,Tv4nP6zVNzuE4P4NF7vtV,1,WORD,Cze,0,Cześć,polski,HI,,,,JB
379,737,10379,nQPqyuGU8tRX1JoWEWhaO,EzRpdM4J_QVD63gbfOCLJ,1,WORD,Beee,0,Owca,polski,SHEEP,,,,US
379,737,10516,fISaWqr0Kkgohjg6wp_lT,0YOVa7DUhxxxYN_Si-kpk,1,WORD,Patpa,0,Patataj,polski,HORSE,,,,US
379,737,10518,4hRMJTouQCvq54ljOxsz-,dSrga2PNyxhCyZUwY7Jfz,1,WORD,Niunio,0,Imię kota niunio,polski,PET,1,,,US
379,737,10569,XnWH1EO1-UyEECyL8Nk4a,1kg1bEZhHOPZf4fL2PpcN,1,WORD,He,0,Hej,polski,HI,,,,US
379,737,10648,_nss_iTpB0tWWlv7IFthC,FT3QLo6Nc5xWZbu6fZ7TT,1,WORD,Oko,0,Joko imię kota,polski,PET,1,,,US
379,737,10649,vSzjAw7ueBWR95HwXDj0q,DW_OYB_LZf5oxjXkApx2h,1,WORD,Apsi,0,A psik kichanie,polski,SNEEZE,,,,JB
379,737,11948,OdBH481RFCkaSO-K-tjGN,6hXXrfSBBW0xfnynOLJrA,1,WORD,Tu,0,Tu,polski,HERE,,,,JS
379,737,12253,N521B76hPemePOouG8PAU,6d7jEID7qvhxbuN71MA6S,1,WORD,Byby,0,Grzyby,polski,MUSHROOM,,,,US
379,737,12350,31m3WVnOGRfmm8zTBrVba,3U8UfW2Mscu7qaVDkGCEO,1,WORD,Baba,0,Telefon komórkowy,polski,PHONE,,,,JS
379,737,12401,MfRu3UQABKYovzOkEQIrE,QR82TPtNEsgRilCcR39iC,1,WORD,Bołbo,0,Jabłko,polski,APPLE,,,,US
379,737,14277,FopiQ6s2Nzf2vEfvm6vq4,q0UFCYW3GZsLu-JGM3q30,1,WORD,Aku,0,Akuku,polski,PEEKABOO,,,,JB
379,737,16628,kONwxDM5pOjWIQcrDcqpd,zO0C0KMewuh-S9PI9h6S4,1,WORD,Oko,0,Oko,polski,EYE,,,,US
379,737,16629,5djZswUL5sKR_IGCpf6UR,dAf1N3rd4SBROuhHt_jMe,1,WORD,No,0,Nos,polski,NOSE,,,,US
379,737,16630,qhNtBOremB8bAEVm5U2hZ,zCP6GKC-e4OJta9ahH-Np,1,WORD,Pić,0,"Picie, woda",polski,DRINK,,,,US
379,737,17401,tRqpYBZrG3yzqbktw442J,cBmkbzOfAHy_SsbKROrdF,1,WORD,Apo,0,Jabłko,polski,APPLE,,,,US
379,737,19864,hDtWSNsJ1PqaNBXWjQUBt,3obUcXW5-Cp5MyanoWH47,1,WORD,Dam,0,Dam,polski,GIVE,,,,US
379,737,20362,nSVgMgwzkHZyjggllClgS,sVWMURquZpkfl6XQF2q0P,1,WORD,Ucho,0,Ucho,polski,EAR,,,,JS
379,737,20579,_rSylJA1zrPhDMiJyo51F,C26eXnusNuTtaw_GZFqUj,1,WORD,Pippa,0,Pizza,polski,PIZZA,,,,US
379,737,20810,8F-T6naH0Shk-z-WZSoUX,U3tGZHC3gFFLehFBRBhM8,1,WORD,Bubu,0,Borówka,polski,BLUEBERRY,,,,JB
379,737,20811,TVVbF0SuA2nq1Ok9VHeQ3,5JpeZ3QCR-Mj1E5X1rQGD,1,WORD,Aba,0,Żaba,polski,FROG,,,,AS(AW)
379,737,21896,MyLtHM4FyKH8QuY85HNvi,H8tokeiwpMPGZ8u8hGCiw,1,WORD,Ijoijo,0,Straż pożarna,polski,FIRE-BRIGADE,,,,JS
379,737,21897,ImQM_oaRU-7XG9LxziGnF,hajz6k2mBpR848IC4PwXR,1,WORD,I o i o,0,Odgłos osiołka,polski,DONKEY,,,,US
379,737,21963,4vw_scDLgACFIZ9eQ8UkU,92gNUkgHVcpLpZC3WezL_,1,WORD,Psiopsie,0,Poproszę,polski,PLEASE,,,,US
379,737,22110,RVHNK61n4NCuW9hAm5dSP,lprEzH0eYb0xSH102fTnw,1,WORD,Psi,0,śpi,polski,SLEEPING,,,,JS
379,737,22111,fdXnQqfIpALCyCQbxrGCC,mLiD2ySBGs61fd3s0OBGA,1,WORD,By,0,Byk,polski,BULL,,,,JB
379,737,22466,f_f9r-WA9ZTW515QddTbe,0vY7VhRH3oARCuCUVF_uJ,1,WORD,Ania,0,Ania imię pająka,polski,PET,1,,,JB
379,737,22541,QOBEQqszef5mbVfGt5zbt,jENf5QQq8NshXUQEjKTnA,1,WORD,Papa,0,Kanapka,polski,SANDWICH,,,,JB
379,737,22542,uh0bDh3nETz17UIZ3WSCn,4r1O9rQRMggwSPLvDggdd,1,WORD,Aba,0,Żaba,polski,FROG,,,,AS(AW)
379,737,22543,_KGiIK-tqKKyB-y5r8Esu,o30Sq3SBiuras68VcqbXh,1,WORD,Pum,0,Plum - pluskanie ,polski,SPLASH,,,,US
379,737,22674,biay7pqqgKnMHqeNNYxQZ,ZP41v4ncE1VgFGRP6zc5j,1,WORD,Tań,0,Wstań,polski,GET-UP,,,,AS(AW)
379,737,22675,pXNXrj9FYgWd4kjKXSNVl,g_dad0xw_a33dtIcKePdw,1,WORD,Wuwu,0,Wujek,polski,UNCLE,,,,AS(AW)
379,737,22676,9R3wp761mopWK8_-8bBCg,yQDhL3Ui77GrhKQJYR1E6,1,WORD,Ciacio,0,Ciastko,polski,COOKIE,,,,JB
379,737,22677,uPDszScfkWsixHf4ai4e3,pfJVvkPfixa4KWEQldiEd,1,WORD,Ała,0,Ała boli,polski,HURTS,,,,JB
379,737,22678,0e7JA_w3zUh5O6WZQXgsx,SfsbGkLGzMW_6Mwj9oOvo,1,WORD,Ciach,0,Nóż,polski,KNIFE,,,,US
379,737,22679,sWVG9U1gUOyZZbA3mQzxj,Yd61LlRZZquQrao6JDSOo,1,WORD,Ciach,0,Obcinać włosy/fryzjer,polski,CUT,,,,US
379,737,23035,3lh7dWioiIs--dxrU5NGe,02wSe2c6ZgRkSNac7KK9u,1,WORD,Dzyń,0,Tramwaj,polski,TRAM,,,,JS
379,737,23628,kcGRxRKFmnwxZyBr33qI7,X1ebUdwGlNKRmH_eJkXzA,1,WORD,Apsia,0,Chłopiec,polski,BOY,,,,JB
379,737,23810,xfmChlIu_6LAW8Y0_THhL,LSfBaUZwn447MvTAoL3BM,1,WORD,Ziuu,0,Sanki,polski,SLEIGH,,,,JS
379,737,23936,A6D4F_-8zdskxQ2B9yZym,ehon-5DOs9lN6OrodHTOh,1,WORD,Kółko,0,Kółko,polski,CIRCLE,,,,JB
379,737,24472,VFeuiavB764sYVk1kG1w2,fpCIQO2BjSzx8x7jffW3m,1,WORD,Bul ,0,Nurkować,polski,DIVE,,,,US
379,737,24473,LhvpKVk5faezSsY8w-x74,0R4FjrsQRHEmWaNuQbrq_,1,WORD,Plum,0,Rybka pływa plum,polski,FISH,,,,JS
379,737,24474,SmJmiESTbotWKCTteR01c,EFULFotgBQtKJZVXYv2Tl,1,WORD,Wuwu,0,Wujek,polski,UNCLE,,,,AS(AW)
379,737,25323,#NAME?,K4p0qjzoY5HpccgiLnxDd,1,WORD,Dyda,0,Dynia,polski,PUMPKIN,,,,US
379,737,26214,vDeJCCW_2y2c6p-9S2j49,n0x_Cv1nhNxNuMtUYmK80,1,WORD,Kto to,0,Kto to,polski,WHO-IS-THIS,,,,JB
379,737,26587,_F-8GpxAB1V_lQcLSFNAe,IT20gsg4kaWBjfSiiiHx9,1,WORD,Buub,0,Bóbr,polski,BEAVER,,,,JB
379,737,26654,gnHSPGS7l2fQZvHFkiwrt,Mkzm-CFA4iqaj3nUVC27z,1,WORD,Apsia,0,Wiewiórka basia,polski,SQUIRREL,,,,AS(AW)
379,737,26812,PswIz6JSUSWhprlBfbFwj,l9RXLkSYJyl0JBwuqszGt,1,WORD,Cześ,0,Cześć,polski,HI,,,,JB
379,737,26814,PlJduhS8sNuz7HGrdkfHW,xSjn6MXW-53GsLXnItzKa,1,WORD,Kra kra,0,Wrona,polski,CROW,,,,AS(AW)
379,737,32893,zWGpZz4TGlJAs3X-lg2Ux,dp1QrDYEYzj-xEwebI-C6,1,WORD,Patrz,0,Patrz,polski,LOOK,,,,US
379,737,36670,LuhJzX4UUQ8ts-N11KgxC,o0SezT8aQ0drkwAzyiZAg,1,WORD,Gabry,0,Gabryś,polski,PERSON,1,,,US
379,737,36671,Ur1G86TweG07ovEckihKw,fwCa3VEBolcM_DBhYgDGX,1,WORD,Laua,0,Laura,polski,PERSON,1,,,JB
379,737,36672,gGyWmyjJmZ1SyWh-94LjU,_lTmP-uq8_QaQmeMpiRpz,1,WORD,Mopś,0,Mops,polski,PUG,,,,JB
379,737,36673,nPPgy9T9ogg6QLbPJyaZh,MOlNAcZQlnBTHiVj7IqJW,1,WORD,Ogór,0,Ogórek,polski,CUCUMBER,,,,US
379,737,36674,S1Y35DSo57EscyAZuXVjG,iciOSpyDHJ4ohN2yzbWlH,1,WORD,Ogód,0,Ogród,polski,GARDEN,,,,US
379,737,36675,Rn1AUYn0qGS3Qu5xgAAbj,sarkrLEzicSaRgNJ0eW7y,1,WORD,Dodom,0,Do domu,polski,HOME,,,,US
379,737,36676,A6-Fq6rReE1qj1FQfPAzg,8ZPxpuknzGJmdlC-1yV75,1,WORD,Wuwu,0,Wózek,polski,STROLLER,,,,AS(AW)
379,737,36677,W-a79_YXduMXDFFZp2EhB,pYo7_6h8ADePXI-qzNsR9,1,WORD,Pan ioio,0,Strażak,polski,FIRE-FIGHTER,,,,JS
379,737,36678,19Kd7bSfUsHJDojmvXZlm,tUwCYf1arj7EXOr1QvX_n,1,WORD,Kajka,0,Książka,polski,BOOK,,,,JB
379,737,36682,tX8tVzZmJQ7FvqgUDlcAg,CGp9zPfjcRLKCgUfKb2Do,1,WORD,Gro,0,Groszek,polski,PEAS,,,,US
379,737,36683,gkfHKunFOuUlogxLsZ-t8,wQXMAdE9qkvPOgo9xi1yE,1,WORD,Ciarny,0,Czarny,polski,BLACK,,,,JB
379,738,4228,MjGDRcLQaGR02WxitQljd,GoitWCraATJzKgN_QYMo0,1,WORD,Mama,0,Mama,polski,MOM,,,,JB
379,738,4981,hgOfBgMgpe5acs6-8Z59v,GZS6TwsjxLSfMFtF7sxZy,1,WORD,Pupa,0,Pupa,polski,BOTTOM,,,,US
379,738,4995,BEGrIbOPn0HtYiXxCSO9y,cxKCM40KOMRIjRtAxu9Hy,1,WORD,Ko ko,0,Jak robi kura,polski,HEN,,,,US
379,738,5009,qECfcALA0waxvt0oBUNjE,8DJrcMtYZXUxhaYRD9W1r,1,WORD,Aaaa,0,Spać,polski,SLEEP,,,,JS
379,738,5013,qpmRaYVj_MXsKNonDGyK1,vkX4wkyHpU618Qfg7HnqF,1,WORD,Arara,0,Papuga,polski,PARROT,,,,US
379,738,5011,uU_tro3dEKv58278E0DAn,50TAJLnwBlEO1ty-MLyTZ,1,WORD,Papa,0,Lampa,polski,LAMP,,,,JB
379,738,5010,D6jj-v1GvtiqmYv6P7Y3R,bVhYl6z8315rrZJ0qNtRz,1,WORD,Pappa,0,Koparka,polski,EXCAVATOR,,,,JB
379,738,5012,H0IdaJRb0l_6sxsJ7eioA,qKFHl5voopKMjnW7J0T6O,1,WORD,Pepe,0,Pępek,polski,NAVEL,,,,US
379,738,5008,YcXK8CTPRrWCso9jYnPtf,jdEu6HwOX9lFh2qFpWOuK,1,WORD,Tata,0,Tata,polski,DAD,,,,JS
379,738,5204,h6KCzcFn7-WsN0rndBoDz,GAdQvpIrZKIS9IPbVaqq2,1,WORD,Pepa,0,Piłka,polski,BALL,,,,US
379,738,5236,VA4P6hbVdW-1ngS_RbmtY,AmTXxrQWVAOYRydOjM6dX,1,WORD,Pepe,0,Piłka,polski,BALL,,,,US
379,738,7093,1SminsyUsdlJWRhYLvIyq,86sX1SRBqQNxwKETzwi8D,1,WORD,Ta,0,Tam,polski,THERE,,,,JS
379,738,7095,Ilobki7BqIZ3pgH-XMCPT,n_tsB3OAHDbVFaYw898Oz,1,WORD,Ała,0,Boli,polski,HURTS,,,,JB
379,738,8118,QC-kL5-Ey6WuHE1ORLL5o,drQxMG99rZUZqomqHoDLe,1,WORD,Ciuciu,0,Ciuch ciuch ddźwięk pociągu,polski,CHOO-CHOO,,,,JB
379,738,8120,o5P-acGXRnVi95DbD1CXV,tp7PJNYuctR7aHWh7s2XH,1,WORD,Łała,0,Lala,polski,DOLL,,,,JB
379,738,8272,1FVY5RdTpQuiohuZxUwDE,7SfX6i-Gqprq6LAHLUdIz,1,WORD,Rara,0,Rura,polski,PIPE,,,,JS
379,738,8347,FhAvJYL4iO-kGUnZZDsvC,lm7cXJNzXG6-mkNrL8pU4,1,WORD,Pupa,0,Kupa,polski,POOP,,,,JB
379,738,8649,2OIYE7Fk79yrVYKxYrVf-,F9yJuMkgG7PbKcvpbEaow,1,WORD,Mniam,0,Jeść,polski,EAT,,,,US
379,738,9552,8WOQE_k-MnqfGBD3wWkDF,aqjAlurrbtuMdfZR0VbIe,1,WORD,Oja,0,Ola,polski,PERSON,1,,,US
379,738,9626,AVZBEZ1Ic60l94X9Weon3,nWvrklR6dyYed13XBlrbA,1,WORD,Hej,0,Hej,polski,HI,,,,US
379,738,9746,jedIpWCVQ-zBWnWkC0mAF,lvNJ6OhgfZ4x4-di18O3R,1,WORD,Wowo,0,Volvo,polski,CAR,1,,,AS(AW)
379,738,9752,awlPGNsaGIH_7xay2MfTw,33mwRTxerxZ3EzfMaD2uz,1,WORD,Ada,0,Ada,polski,PERSON,1,,,JB
379,738,9753,qIMNtegRrmz521ha-p3QV,897akZeYj08_CsGVy8wy1,1,WORD,Aza,0,Iza,polski,PERSON,1,,,US
379,738,9754,Pqoxi1WTs8-es7W7ee5KY,9zlaEYu2hDSDIobyCI7cO,1,WORD,Ciocia,0,Ciocia,polski,AUNT,,,,JB
379,738,9755,GGBVIe1MPWGMb09E5iBnN,gMYj4PxitNarzngOgLP8h,1,WORD,Pebe,0,Szczurek,polski,RAT,,,,JS
379,738,10380,_31OttK_nZh5ptVbaIQcu,0XAUGbIzEehSD3yUew1_w,1,WORD,Meee,0,Koza,polski,GOAT,,,,JB
379,738,10381,5Y4fmuXKSECZoiGo-hnY5,s51h28yINI2qPXLhlCwMT,1,WORD,Beeee,0,Owca,polski,SHEEP,,,,US
379,738,10382,IVGee2mgWZQs9ao3r8tjz,cG-FEjdjmAsRaSN5KsXxJ,1,WORD,Niunio,0,Imię kota,polski,PET,1,,,US
379,738,10517,8JPtmW8vZXNP1-O-zllgi,NUZUXSDpu7IN3rYy6qYW2,1,WORD,Pa,0,Pan,polski,MAN,,,,US
379,738,11394,i-pYfQzPHQ8xG-08DrZ4C,K2qbL9uqOOm_E7qvJsLb7,1,WORD,Sisi,0,Siusiu,polski,PEE,,,,JS
379,738,11395,Wj02JO3XPwaNAjXcv1_kT,0fjjowaac-99D8T63WDpA,1,WORD,To,0,To,polski,THIS,,,,JS
379,738,11914,N8vxCy6V3dXjN1W2iuL3D,TSCH_94JZw6msmULTmM77,1,WORD,Sio,0,Sio,polski,GO-AWAY,,,,JS
379,738,11922,6uAhknmjo6LJAcDC6ZZH7,Lptzff05nEbGozddyq3LN,1,WORD,Baba,0,Żaba,polski,FROG,,,,AS(AW)
379,738,11923,Qn1wNS3mfgj6csFDntsob,E0tMG7HM6uO0r9GkQeye0,1,WORD,Edzio,0,Imię przytulanki,polski,TOY,1,,,US
379,738,11924,i2Uwr8wtdDt2xc1oDSqKN,M5A4fh7uMbY0MQiM_cf_r,1,WORD,Bauba,0,Banan,polski,BANANA,,,,JB
379,738,11932,HRepRlcokKfa7ybxV8AvY,tjdmc-oCGre2uyIFDuMsT,1,WORD,Jujo,0,Julo - własne imię,polski,SELF,1,,,US
379,738,11934,H1WljXyAKEk3nK7mAZag7,PYIQ-rjoI2npFZs2LfOdm,1,WORD,Pa,0,Pan,polski,MAN,,,,US
379,738,11935,satE-l9iVUiPk095H7caa,4ZHa3Xu-NVeDnXnlCq5h6,1,WORD,Mi,0,Misia- siostra,polski,SIBLING,1,,,JB
379,738,11936,zhK8Tn4XTvvsrfLOXHXlY,FWMuT1KpraCynqpbKp4S1,1,WORD,Mi ,0,Miś,polski,TEDDY-BEAR,,,,JB
379,738,12254,bEXNrFBASav7XMvXC7sGT,EHN_kuqZ5VKpvOAb09wBC,1,WORD,Mam,0,Mam,polski,HAVE,,,,JB
379,738,12349,AHthNt86c9ZVfvWpP0uPn,2fjX12_tuhwCRHe4i0c83,1,WORD,Baba,0,Telefon komórkowy,polski,PHONE,,,,JS
379,738,19863,sWPR8qR_Zp2X9hRm0fuCO,6G9PSeKRmrdo4jeJ7yhv0,1,WORD,Tam,0,Tam,polski,THERE,,,,JS
379,738,20438,Ye-EriyNh7uipZc_k_6Kt,vV4FhUclLBhuzpdpIOj3z,1,WORD,Ciu,0,Ciuch ciuch,polski,CHOO-CHOO,,,,JB
379,738,21240,nllV5878lsjaUhNAHNSSh,CTA75IRg_mT4ALhV09Ox7,1,WORD,Oć,0,Choć,polski,COME,,,,JB
379,738,21353,I0itapzdkvz5qXzmRDMZn,OHcW5sQgJla1eXW9DFlv1,1,WORD,Oko,0,Oko,polski,EYE,,,,US
379,738,21354,mXJviISKvdr9dAtV9QZVe,6aWkmGprhDNOURL-0Iyqr,1,WORD,No,0,Nos,polski,NOSE,,,,US
379,738,21894,_T0GzlV9GnpCtN7vZlV0f,wNRfcX9kAEDRIeACjaECH,1,WORD,I o i o,0,Odgłos osiołka,polski,DONKEY,,,,US
379,738,21895,3KS2fY8YGlkGc-ydKzAxc,GJekQAnTFu3TAu7yyfJ4L,1,WORD,I i i i,0,Straż pożarna,polski,FIRE-BRIGADE,,,,JS
379,738,21898,cE_rjkB7TXIJ6G4ThiMsy,RiRqvQ_OI0SDsROeis8Fc,1,WORD,Tu tu,0,Słoń,polski,ELEPHANT,,,,JS
379,738,21962,nADxzExTCEu6L9roSeer1,sIMav7liVsLGWBOQrt7jO,1,WORD,Dam,0,Dam,polski,GIVE,,,,US
379,738,22464,y0Ejna7zv1okbTZ6JGrMu,qS9uIKFQovU5-i-3yYS65,1,WORD,Aku,0,Akuku,polski,PEEKABOO,,,,JB
379,738,22465,ZLNBedTFUG5asN8uQUGHT,RybLHhpNX4pgr8dqwJ7c-,1,WORD,Ania,0,Imię pająka,polski,PET,1,,,US
379,738,24598,LXECku4pkkZf0kAmYmRo_,3x3p-jQLLDLtGApDybBxA,1,WORD,Pupa,0,Kupa,polski,POOP,,,,JB
379,738,24649,K_GiLglfZOeqGJ3QpT0bR,xVeFnCmNU_PygXWKMyCrn,1,WORD,Aku,0,A kuku,polski,PEEKABOO,,,,JB
379,738,24650,4dl-dLHyjGzxjEadtUycn,uogG9L2irZtJ9OQYUXRWi,1,WORD,Dziółw,0,Żółw,polski,TURTLE,,,,AS(AW)
379,738,24651,cnumFBkJGZJB4pW-caF80,6cuoJCMnXxuOEXsVGfpX4,1,WORD,Kuku ,0,Kukurydza,polski,CORN,,,,JB
379,738,24652,nZAS8-PjmHw_Mr3cie1s4,AmBN0f2HFANTc3sbZB26t,1,WORD,Grygro,0,Groszek,polski,PEAS,,,,US
379,738,25313,tpfkCl8eMUSuD1A-4gfKv,LhbtmhRnvPOcF0gYm-iUb,1,WORD,Pciu,0,Pić,polski,DRINK,,,,US
